股票代码,股票名称
301161,唯万密封
601015,陕西黑猫
002603,以岭药业
603517,绝味食品
603151,邦基科技
688681,科汇股份
000514,渝 开 发
605188,国光连锁
300264,佳创视讯
688789,宏华数科
603159,上海亚虹
600845,宝信软件
600798,宁波海运
000088,盐 田 港
603236,移远通信
300454,深信服
600593,大连圣亚
601996,丰林集团
600536,中国软件
688019,安集科技
688320,禾川科技
002077,大港股份
002096,易普力
603102,百合股份
601698,中国卫通
002910,庄园牧场
300247,融捷健康
000563,陕国投Ａ
600833,第一医药
002532,天山铝业
600498,烽火通信
300005,探路者
300780,德恩精工
600859,王府井
600059,古越龙山
600020,中原高速
002984,森麒麟
605068,明新旭腾
605507,国邦医药
002083,孚日股份
300300,海峡创新
000505,京粮控股
601099,太平洋
600162,香江控股
300633,开立医疗
601990,南京证券
601827,三峰环境
300628,亿联网络
300159,新研股份
002236,大华股份
600751,海航科技
600552,凯盛科技
603536,惠发食品
002679,福建金森
600888,新疆众和
600149,廊坊发展
600125,铁龙物流
002911,佛燃能源
301153,中科江南
001322,箭牌家居
002303,美盈森
603515,欧普照明
873693,阿为特
688281,华秦科技
600624,复旦复华
002221,东华能源
600858,银座股份
600338,西藏珠峰
002275,桂林三金
600319,亚星化学
000657,中钨高新
600141,兴发集团
603368,柳药集团
830799,艾融软件
002179,中航光电
603599,广信股份
688628,优利德
600303,ST曙光
000420,吉林化纤
600563,法拉电子
600573,惠泉啤酒
600735,新华锦
600503,华丽家族
603583,捷昌驱动
601619,嘉泽新能
688331,荣昌生物
002067,景兴纸业
002063,远光软件
002168,惠程科技
300145,中金环境
605018,长华集团
600777,新潮能源
000987,越秀资本
603379,三美股份
002608,江苏国信
600111,北方稀土
002397,梦洁股份
600308,华泰股份
002747,埃斯顿
301196,唯科科技
600982,宁波能源
600231,凌钢股份
300070,碧水源
001201,东瑞股份
600623,华谊集团
600662,外服控股
600075,新疆天业
600581,八一钢铁
605128,上海沿浦
300418,昆仑万维
605337,李子园
601949,中国出版
600397,安源煤业
600738,丽尚国潮
000851,高鸿股份
603012,创力集团
603393,新天然气
600479,千金药业
300755,华致酒行
300866,安克创新
688739,成大生物
600675,中华企业
600252,中恒集团
600276,恒瑞医药
300207,欣旺达
300761,立华股份
603018,华设集团
603999,读者传媒
002174,游族网络
600835,上海机电
300256,星星科技
002286,保龄宝
300676,华大基因
001337,四川黄金
603103,横店影视
002705,新宝股份
600874,创业环保
002920,德赛西威
601992,金隅集团
601108,财通证券
002108,沧州明珠
002999,天禾股份
600300,维维股份
688069,德林海
000507,珠海港
000672,上峰水泥
600169,太原重工
300014,亿纬锂能
600716,凤凰股份
002981,朝阳科技
000715,中兴商业
601555,东吴证券
601588,北辰实业
688767,博拓生物
000751,锌业股份
600339,中油工程
300503,昊志机电
300166,东方国信
603889,新澳股份
002928,华夏航空
603388,元成股份
603565,中谷物流
603345,安井食品
603317,天味食品
600906,财达证券
000019,深粮控股
300801,泰和科技
300654,世纪天鸿
301269,华大九天
600056,中国医药
300187,永清环保
600058,五矿发展
600131,国网信通
600127,金健米业
600351,亚宝药业
600611,大众交通
601518,吉林高速
600418,江淮汽车
301345,涛涛车业
002915,中欣氟材
600830,香溢融通
002114,罗平锌电
300415,伊之密
002016,世荣兆业
000625,长安汽车
003009,中天火箭
000544,中原环保
600419,天润乳业
301317,鑫磊股份
002394,联发股份
688184,帕瓦股份
601877,正泰电器
002960,青鸟消防
002061,浙江交科
603519,立霸股份
600217,中再资环
300354,东华测试
002302,西部建设
600267,海正药业
000571,新大洲A
601995,中金公司
300770,新媒股份
688249,晶合集成
002841,视源股份
002895,川恒股份
002267,陕天然气
603076,乐惠国际
002486,嘉麟杰
688600,皖仪科技
002422,科伦药业
003012,东鹏控股
600415,小商品城
688327,云从科技-UW
600196,复星医药
002437,誉衡药业
603966,法兰泰克
600739,辽宁成大
603170,宝立食品
600232,金鹰股份
002383,合众思壮
600592,龙溪股份
605080,浙江自然
603038,华立股份
600622,光大嘉宝
600549,厦门钨业
601633,长城汽车
002457,青龙管业
600661,昂立教育
002654,万润科技
000862,银星能源
002152,广电运通
000761,本钢板材
600531,豫光金铅
000713,丰乐种业
002810,山东赫达
300516,久之洋
600917,重庆燃气
000529,广弘控股
600268,国电南自
002941,新疆交建
834033,康普化学
000967,盈峰环境
000559,万向钱潮
600094,大名城
300133,华策影视
002596,海南瑞泽
000600,建投能源
600918,中泰证券
600713,南京医药
002048,宁波华翔
600969,郴电国际
300952,恒辉安防
002343,慈文传媒
600778,友好集团
301109,军信股份
000026,飞亚达
601208,东材科技
002820,桂发祥
002589,瑞康医药
300793,佳禾智能
688153,唯捷创芯
600420,国药现代
300024,机器人
688410,山外山
300045,华力创通
603579,荣泰健康
603590,康辰药业
600201,生物股份
002970,锐明技术
301078,孩子王
301039,中集车辆
603609,禾丰股份
300114,中航电测
300218,安利股份
300027,华谊兄弟
603233,大参林
000828,东莞控股
688696,极米科技
300788,中信出版
603052,可川科技
002494,华斯股份
000650,仁和药业
002691,冀凯股份
688146,中船特气
002183,怡 亚 通
605005,合兴股份
002767,先锋电子
000875,吉电股份
300678,中科信息
002978,安宁股份
300220,ST金运
002010,传化智联
300063,天龙集团
688557,兰剑智能
688348,昱能科技
003025,思进智能
600309,万华化学
600121,郑州煤电
603107,上海汽配
301219,腾远钴业
002245,蔚蓝锂芯
601163,三角轮胎
603970,中农立华
000966,长源电力
605089,味知香
300438,鹏辉能源
603786,科博达
605305,中际联合
002570,贝因美
000536,华映科技
300413,芒果超媒
600780,通宝能源
002783,凯龙股份
688159,有方科技
000066,中国长城
688130,晶华微
300497,富祥药业
688520,神州细胞-U
300724,捷佳伟创
600106,重庆路桥
000809,铁岭新城
002344,海宁皮城
603919,金徽酒
601688,华泰证券
600129,太极集团
000968,蓝焰控股
601333,广深铁路
603607,京华激光
600811,东方集团
000488,晨鸣纸业
603035,常熟汽饰
837821,则成电子
002435,长江健康
000592,平潭发展
601038,一拖股份
000930,中粮科技
000911,广农糖业
601890,亚星锚链
600987,航民股份
301108,洁雅股份
603011,合锻智能
603025,大豪科技
300884,狄耐克
600425,青松建化
000682,东方电子
600084,中信尼雅
600379,宝光股份
603896,寿仙谷
002533,金杯电工
002093,国脉科技
601177,杭齿前进
000789,万年青
603180,金牌厨柜
002855,捷荣技术
688126,沪硅产业
603135,中重科技
836208,青矩技术
603569,长久物流
300188,国投智能
688282,理工导航
688698,伟创电气
300737,科顺股份
002559,亚威股份
000570,苏常柴Ａ
002780,三夫户外
605338,巴比食品
300664,鹏鹞环保
601012,隆基绿能
603773,沃格光电
300049,福瑞股份
002712,思美传媒
300521,爱司凯
002203,海亮股份
002959,小熊电器
300433,蓝思科技
600322,津投城开
002852,道道全
003040,楚天龙
688279,峰岹科技
688387,信科移动-U
300859,*ST西域
600529,山东药玻
600586,金晶科技
603273,天元智能
301171,易点天下
600828,茂业商业
600743,华远地产
002439,启明星辰
002368,太极股份
301015,百洋医药
600779,水井坊
688119,中钢洛耐
300915,海融科技
002719,麦趣尔
300781,因赛集团
603019,中科曙光
002905,金逸影视
603031,安孚科技
300600,国瑞科技
600643,爱建集团
600082,海泰发展
600619,海立股份
600356,恒丰纸业
002088,鲁阳节能
601188,龙江交通
300808,久量股份
000938,紫光股份
002527,新时达
601236,红塔证券
603533,掌阅科技
601069,西部黄金
000609,中迪投资
002246,北化股份
605388,均瑶健康
002663,普邦股份
002440,闰土股份
300840,酷特智能
300663,科蓝软件
603071,物产环能
603398,沐邦高科
001210,金房能源
600490,鹏欣资源
603386,骏亚科技
688576,西山科技
600839,四川长虹
300629,新劲刚
688122,西部超导
603878,武进不锈
002632,道明光学
002035,华帝股份
600287,江苏舜天
000411,英特集团
000510,新金路
300112,万讯自控
002643,万润股份
300695,兆丰股份
300596,利安隆
300587,天铁股份
603081,大丰实业
600467,好当家
002074,国轩高科
603859,能科科技
600676,交运股份
600178,东安动力
300926,博俊科技
002241,歌尔股份
300698,万马科技
002279,久其软件
603505,金石资源
605183,确成股份
301322,绿通科技
002541,鸿路钢构
000993,闽东电力
688163,赛伦生物
002926,华西证券
836675,秉扬科技
688062,迈威生物-U
000910,大亚圣象
300692,中环环保
002609,捷顺科技
601222,林洋能源
002892,科力尔
600315,上海家化
002773,康弘药业
600894,广日股份
600812,华北制药
300214,日科化学
000061,农 产 品
600865,百大集团
001300,三柏硕
603808,歌力思
600633,浙数文化
600533,栖霞建设
002986,宇新股份
688012,中微公司
002182,宝武镁业
600719,大连热电
605288,凯迪股份
601615,明阳智能
300603,立昂技术
831039,国义招标
600333,长春燃气
600760,中航沈飞
603877,太平鸟
001368,通达创智
300940,南极光
688334,西高院
002702,海欣食品
835174,五新隧装
001216,华瓷股份
300553,集智股份
002040,南 京 港
300408,三环集团
688586,江航装备
600935,华塑股份
600496,精工钢构
300452,山河药辅
002531,天顺风能
688006,杭可科技
002177,御银股份
600559,老白干酒
601020,华钰矿业
600516,方大炭素
600979,广安爱众
600399,抚顺特钢
301398,星源卓镁
688455,科捷智能
601086,国芳集团
833429,康比特
002266,浙富控股
002210,飞马国际
688772,珠海冠宇
600499,科达制造
600584,长电科技
603598,引力传媒
605117,德业股份
600665,天地源
688255,凯尔达
605138,盛泰集团
601901,方正证券
600433,冠豪高新
836247,华密新材
002538,司尔特
002041,登海种业
300487,蓝晓科技
600197,伊力特
300457,赢合科技
300098,高新兴
603727,博迈科
600390,五矿资本
600707,彩虹股份
600933,爱柯迪
600190,锦州港
002029,七 匹 狼
300299,富春股份
300529,健帆生物
300450,先导智能
300009,安科生物
300215,电科院
002445,中南文化
301368,丰立智能
603266,天龙股份
000731,四川美丰
301236,软通动力
601881,中国银河
601330,绿色动力
600759,ST洲际
301071,力量钻石
600981,汇鸿集团
600565,迪马股份
002756,永兴材料
000055,方大集团
688275,万润新能
600456,宝钛股份
300575,中旗股份
003035,南网能源
300485,赛升药业
600257,大湖股份
002683,广东宏大
300174,元力股份
002600,领益智造
600725,云维股份
002133,广宇集团
603568,伟明环保
300226,上海钢联
300015,爱尔眼科
002235,安妮股份
002918,蒙娜丽莎
603289,泰瑞机器
603365,水星家纺
603177,德创环保
600686,金龙汽车
600608,ST沪科
600556,天下秀
600277,亿利洁能
002285,世联行
002127,南极电商
833819,颖泰生物
002215,诺 普 信
002202,金风科技
600409,三友化工
301310,鑫宏业
000915,华特达因
300010,*ST豆神
000839,ST国安
001203,大中矿业
600577,精达股份
300806,斯迪克
300209,ST有棵树
000683,远兴能源
600229,城市传媒
688143,长盈通
600893,航发动力
000058,深 赛 格
600501,航天晨光
002020,京新药业
000995,皇台酒业
002812,恩捷股份
605168,三人行
300938,信测标准
601156,东航物流
002896,中大力德
600505,西昌电力
002799,环球印务
300403,汉宇集团
000506,中润资源
002512,达华智能
605598,上海港湾
002772,众兴菌业
002263,大东南
000723,美锦能源
603799,华友钴业
600562,国睿科技
605589,圣泉集团
603211,晋拓股份
603697,有友食品
002677,浙江美大
603059,倍加洁
688347,华虹公司
003030,祖名股份
600179,安通控股
603261,立航科技
600771,广誉远
002353,杰瑞股份
003016,欣贺股份
002386,天原股份
600867,通化东宝
600936,广西广电
002706,良信股份
002081,金 螳 螂
605050,福然德
300224,正海磁材
601137,博威合金
600118,中国卫星
600684,珠江股份
000739,普洛药业
603881,数据港
300899,上海凯鑫
000779,甘咨询
301133,金钟股份
600216,浙江医药
300339,润和软件
002788,鹭燕医药
002749,国光股份
688400,凌云光
002237,恒邦股份
002962,五方光电
003002,壶化股份
301118,恒光股份
839273,一致魔芋
601686,友发集团
601360,三六零
300437,清水源
600986,浙文互联
600517,国网英大
600293,三峡新材
600063,皖维高新
301051,信濠光电
600722,金牛化工
600182,S佳通
603000,人民网
300217,东方电热
301029,怡合达
002349,精华制药
603231,索宝蛋白
600792,云煤能源
600265,ST景谷
600550,保变电气
001333,光华股份
600355,精伦电子
600255,鑫科材料
002456,欧菲光
002425,凯撒文化
688360,德马科技
600405,动力源
002878,元隆雅图
601311,骆驼股份
300081,恒信东方
300094,国联水产
000926,福星股份
603129,春风动力
603392,万泰生物
873001,纬达光电
300420,五洋停车
300116,保力新
002167,东方锆业
002092,中泰化学
000564,ST大集
300019,硅宝科技
603696,安记食品
601702,华峰铝业
000548,湖南投资
600386,北巴传媒
000566,海南海药
301169,零点有数
688561,奇安信-U
000520,凤凰航运
300607,拓斯达
002602,世纪华通
300532,今天国际
600476,湘邮科技
300636,同和药业
603214,爱婴室
300257,开山股份
600422,昆药集团
002109,兴化股份
600271,航天信息
000901,航天科技
603578,三星新材
603182,嘉华股份
002462,嘉事堂
000652,泰达股份
002903,宇环数控
002709,天赐材料
300113,顺网科技
001258,立新能源
301116,益客食品
002222,福晶科技
688008,澜起科技
301337,亚华电子
300411,金盾股份
603778,国晟科技
002025,航天电器
300967,晓鸣股份
002413,雷科防务
300296,利亚德
301373,凌玮科技
000519,中兵红箭
300359,全通教育
000547,航天发展
300196,长海股份
002786,银宝山新
688269,凯立新材
603021,山东华鹏
600728,佳都科技
600569,安阳钢铁
300576,容大感光
300638,广和通
601778,晶科科技
300294,博雅生物
605339,南侨食品
603299,苏盐井神
002472,双环传动
002942,新农股份
600882,妙可蓝多
301232,飞沃科技
832023,田野股份
300225,金力泰
603010,万盛股份
002957,科瑞技术
688581,安杰思
300785,值得买
002745,木林森
603861,白云电器
000627,天茂集团
002229,鸿博股份
300666,江丰电子
601116,三江购物
600730,中国高科
600410,华胜天成
301261,恒工精密
688251,井松智能
300705,九典制药
600525,长园集团
300033,同花顺
002515,金字火腿
002384,东山精密
000619,海螺新材
002079,苏州固锝
603936,博敏电子
688623,双元科技
301371,敷尔佳
833230,欧康医药
002135,东南网架
603689,皖天然气
300189,神农科技
002628,成都路桥
002208,合肥城建
600850,电科数字
002956,西麦食品
603486,科沃斯
002292,奥飞娱乐
002460,赣锋锂业
600790,轻纺城
002023,海特高新
002005,ST德豪
603197,保隆科技
002553,南方精工
000155,川能动力
688186,广大特材
605086,龙高股份
688515,裕太微-U
002330,得利斯
000404,长虹华意
688428,诺诚健华-U
603659,璞泰来
002674,兴业科技
000622,恒立实业
838275,驱动力
603639,海利尔
000419,通程控股
688489,三未信安
300008,天海防务
600510,黑牡丹
000829,天音控股
600881,亚泰集团
300988,津荣天宇
600185,格力地产
300693,盛弘股份
603209,兴通股份
301185,鸥玛软件
002582,好想你
600955,维远股份
000801,四川九洲
002873,新天药业
603020,爱普股份
600493,凤竹纺织
300087,荃银高科
002097,山河智能
603305,旭升集团
301418,协昌科技
300510,金冠股份
600883,博闻科技
600877,电科芯片
002418,康盛股份
300973,立高食品
002660,茂硕电源
002489,浙江永强
002982,湘佳股份
603733,仙鹤股份
002393,力生制药
600984,建设机械
600186,莲花健康
301393,昊帆生物
600195,中牧股份
002995,天地在线
002269,美邦服饰
600789,鲁抗医药
600682,南京新百
603280,南方路机
603190,亚通精工
300525,博思软件
830879,基康仪器
688072,拓荆科技
001339,智微智能
002273,水晶光电
688665,四方光电
300383,光环新网
002038,双鹭药业
603716,塞力医疗
601616,广电电气
002306,中科云网
000597,东北制药
300035,中科电气
600857,宁波中百
600929,雪天盐业
002492,恒基达鑫
603766,隆鑫通用
300904,威力传动
002641,公元股份
832175,东方碳素
600880,博瑞传播
300182,捷成股份
603650,彤程新材
601975,招商南油
002938,鹏鼎控股
300702,天宇股份
300723,一品红
300032,金龙机电
600580,卧龙电驱
688599,天合光能
601028,玉龙股份
688390,固德威
301149,隆华新材
002024,ST易购
000885,城发环境
600526,菲达环保
002565,顺灏股份
000989,九 芝 堂
300357,我武生物
000681,视觉中国
002634,棒杰股份
600861,北京人力
301512,智信精密
000050,深天马Ａ
002404,嘉欣丝绸
603366,日出东方
300284,苏交科
002757,南兴股份
603586,金麒麟
300983,尤安设计
688235,百济神州-U
601138,工业富联
300567,精测电子
603023,威帝股份
300194,福安药业
301090,华润材料
600764,中国海防
603322,超讯通信
603836,海程邦达
002916,深南电路
601677,明泰铝业
600500,中化国际
000691,亚太实业
000727,冠捷科技
000422,湖北宜化
301335,天元宠物
300351,永贵电器
000852,石化机械
833781,瑞奇智造
002060,粤 水 电
300390,天华新能
603530,神马电力
002137,实益达
600610,中毅达
838924,广脉科技
001332,锡装股份
003005,竞业达
300568,星源材质
600653,申华控股
000752,*ST西发
300025,华星创业
688677,海泰新光
600211,西藏药业
603208,江山欧派
300451,创业慧康
000919,金陵药业
300961,深水海纳
002254,泰和新材
603679,华体科技
603008,喜临门
600249,两面针
000962,东方钽业
301289,国缆检测
839719,宁新新材
600966,博汇纸业
603776,永安行
300086,康芝药业
000407,胜利股份
002240,盛新锂能
600588,用友网络
600222,太龙药业
600654,ST中安
002713,东易日盛
600458,时代新材
300179,四方达
002664,信质集团
600869,远东股份
688531,日联科技
300993,玉马遮阳
603067,振华股份
300376,易事特
002389,航天彩虹
688211,中科微至
000426,兴业银锡
300054,鼎龙股份
001207,联科科技
002163,海南发展
600866,星湖科技
301301,川宁生物
300895,铜牛信息
600199,金种子酒
300041,回天新材
000005,ST星源
603039,泛微网络
603690,至纯科技
835179,凯德石英
605333,沪光股份
002130,沃尔核材
002347,泰尔股份
603360,百傲化学
600758,辽宁能源
300622,博士眼镜
873339,恒太照明
000608,阳光股份
600776,东方通信
600742,一汽富维
002265,建设工业
002287,奇正藏药
300416,苏试试验
000882,华联股份
001282,三联锻造
601369,陕鼓动力
600693,东百集团
300310,宜通世纪
600299,安迪苏
603810,丰山集团
870357,雅葆轩
300611,美力科技
601886,江河集团
300467,迅游科技
600815,厦工股份
002495,佳隆股份
600615,丰华股份
688516,奥特维
002607,中公教育
603098,森特股份
000599,青岛双星
300061,旗天科技
000722,湖南发展
300003,乐普医疗
002682,龙洲股份
601121,宝地矿业
000707,双环科技
002080,中材科技
688002,睿创微纳
688105,诺唯赞
002955,鸿合科技
688456,有研粉材
002451,摩恩电气
000868,安凯客车
000816,智慧农业
603165,荣晟环保
301048,金鹰重工
688722,同益中
603325,博隆技术
002687,乔治白
002258,利尔化学
300747,锐科激光
000516,国际医学
600310,广西能源
300657,弘信电子
000705,浙江震元
301419,阿莱德
000629,钒钛股份
301083,百胜智能
002552,宝鼎科技
603096,新经典
600967,内蒙一机
002506,协鑫集成
301259,艾布鲁
605588,冠石科技
002011,盾安环境
688326,经纬恒润-W
603588,高能环境
300978,东箭科技
688551,科威尔
603218,日月股份
002051,中工国际
600527,江南高纤
000812,陕西金叶
688559,海目星
002479,富春环保
688658,悦康药业
300601,康泰生物
601969,海南矿业
831768,拾比佰
002149,西部材料
002432,九安医疗
605289,罗曼股份
002231,奥维通信
000960,锡业股份
603217,元利科技
601689,拓普集团
002351,漫步者
600477,杭萧钢构
301439,泓淋电力
688602,康鹏科技
600327,大东方
605158,华达新材
002484,江海股份
600468,百利电气
003010,若羽臣
600372,中航机载
300203,聚光科技
002045,国光电器
600853,龙建股份
000521,长虹美菱
300778,新城市
688580,伟思医疗
603125,常青科技
002862,实丰文化
600860,京城股份
300805,电声股份
002091,江苏国泰
002204,大连重工
300180,华峰超纤
002098,浔兴股份
600449,宁夏建材
002899,英派斯
603677,奇精机械
688059,华锐精密
002180,纳思达
300079,数码视讯
600378,昊华科技
600579,克劳斯
002374,中锐股份
688180,君实生物-U
603729,龙韵股份
600602,云赛智联
300792,壹网壹创
600256,广汇能源
600973,宝胜股份
002121,科陆电子
688244,永信至诚
301129,瑞纳智能
688525,佰维存储
002184,海得控制
000785,居然之家
300228,富瑞特装
688505,复旦张江
300772,运达股份
000697,*ST炼石
688091,上海谊众
688057,金达莱
603956,威派格
603281,江瀚新材
300685,艾德生物
002431,棕榈股份
002089,*ST新海
000541,佛山照明
002975,博杰股份
688578,艾力斯
603097,江苏华辰
603003,龙宇股份
600371,万向德农
300115,长盈精密
300171,东富龙
300193,佳士科技
000626,远大控股
300285,国瓷材料
603577,汇金通
300769,德方纳米
600664,哈药股份
600570,恒生电子
300135,宝利国际
688192,迪哲医药-U
002316,亚联发展
600996,贵广网络
002443,金洲管道
834639,晨光电缆
300634,彩讯股份
600079,人福医药
000837,秦川机床
688556,高测股份
300819,聚杰微纤
000793,华闻集团
605060,联德股份
002206,海 利 得
002779,中坚科技
300782,卓胜微
301087,可孚医疗
300583,赛托生物
300375,鹏翎股份
300369,绿盟科技
002734,利民股份
000659,珠海中富
000035,中国天楹
836942,恒立钻具
603168,莎普爱思
300476,胜宏科技
603927,中科软
300119,瑞普生物
002547,春兴精工
600678,四川金顶
301003,江苏博云
002065,东华软件
300253,卫宁健康
688113,联测科技
601808,中海油服
300947,德必集团
002219,新里程
835640,富士达
300306,远方信息
603739,蔚蓝生物
300170,汉得信息
000711,*ST京蓝
002428,云南锗业
300545,联得装备
300434,金石亚药
300258,精锻科技
002124,天邦食品
688352,颀中科技
002395,双象股份
002191,劲嘉股份
300142,沃森生物
002689,远大智能
301468,博盈特焊
688139,海尔生物
600329,达仁堂
300608,思特奇
002763,汇洁股份
300291,百纳千成
605056,咸亨国际
000153,丰原药业
002015,协鑫能科
301278,快可电子
688379,华光新材
000887,中鼎股份
688518,联赢激光
002646,天佑德酒
600705,中航产融
600180,瑞茂通
301207,华兰疫苗
002426,胜利精密
002403,爱仕达
002771,真视通
002021,*ST中捷
000416,*ST民控
600230,沧州大化
002901,大博医疗
000677,恒天海龙
002649,博彦科技
001338,永顺泰
300552,万集科技
603324,盛剑环境
301355,南王科技
603898,好莱客
002616,长青集团
600101,明星电力
300612,宣亚国际
002612,朗姿股份
688257,新锐股份
834682,球冠电缆
600983,惠而浦
600540,新赛股份
002699,*ST美盛
002433,*ST太安
002322,理工能科
002281,光迅科技
002132,恒星科技
002090,金智科技
000988,华工科技
000413,东旭光电
603693,江苏新能
688690,纳微科技
002185,华天科技
002819,东方中科
688003,天准科技
002408,齐翔腾达
300075,数字政通
000936,华西股份
002653,海思科
688496,清越科技
002171,楚江新材
002722,物产金轮
600939,重庆建工
600183,生益科技
002407,多氟多
300530,领湃科技
600283,钱江水利
002993,奥海科技
839946,华阳变速
002335,科华数据
002398,垒知集团
300201,海伦哲
836892,广咨国际
300946,恒而达
301313,凡拓数创
002442,龙星化工
002491,通鼎互联
300751,迈为股份
600152,维科技术
002733,雄韬股份
688370,丛麟科技
002932,明德生物
603283,赛腾股份
000021,深科技
688025,杰普特
838171,邦德股份
603378,亚士创能
600783,鲁信创投
688167,炬光科技
000928,中钢国际
688350,富淼科技
300511,雪榕生物
002535,林州重机
000976,ST华铁
603737,三棵树
600095,湘财股份
300073,当升科技
600773,西藏城投
300287,飞利信
300280,紫天科技
600070,ST富润
688225,亚信安全
300026,红日药业
002669,康达新材
603228,景旺电子
000831,中国稀土
603929,亚翔集成
601002,晋亿实业
600193,创兴资源
300674,宇信科技
600601,方正科技
002933,新兴装备
002743,富煌钢构
002309,ST中利
000782,美达股份
300322,硕贝德
002917,金奥博
688318,财富趋势
300506,名家汇
300266,兴源环境
002381,双箭股份
001311,多利科技
688082,盛美上海
002373,千方科技
002111,威海广泰
838402,硅烷科技
603079,圣达生物
600667,太极实业
002145,中核钛白
002929,润建股份
000070,特发信息
002805,丰元股份
688172,燕东微
603117,ST万林
600699,均胜电子
002813,路畅科技
836717,瑞星股份
000980,众泰汽车
600200,江苏吴中
001378,德冠新材
300151,昌红科技
600486,扬农化工
600733,北汽蓝谷
603661,恒林股份
600589,*ST榕泰
600279,重庆港
002277,友阿股份
688035,德邦科技
300483,首华燃气
603985,恒润股份
002317,众生药业
301188,力诺特玻
000078,海王生物
605366,宏柏新材
603387,基蛋生物
001225,和泰机电
301106,骏成科技
688333,铂力特
300382,斯莱克
603286,日盈电子
688459,哈铁科技
600336,澳柯玛
002340,格林美
603075,热威股份
603110,东方材料
601065,江盐集团
300128,锦富技术
300080,易成新能
301515,港通医疗
300911,亿田智能
301177,迪阿股份
600810,神马股份
002638,勤上股份
002075,沙钢股份
600391,航发科技
603686,福龙马
603169,兰石重装
000551,创元科技
600262,北方股份
603918,金桥信息
300475,香农芯创
002671,龙泉股份
300542,新晨科技
600112,ST天成
600804,ST鹏博士
002661,克明食品
603001,ST奥康
301091,深城交
002850,科达利
002678,珠江钢琴
002803,吉宏股份
603290,斯达半导
603915,国茂股份
600469,风神股份
002502,ST鼎龙
002256,兆新股份
002052,ST同洲
301487,盟固利
002289,ST宇顺
000815,美利云
002008,大族激光
300131,英唐智控
001301,尚太科技
300691,联合光电
603557,ST起步
300937,药易购
603926,铁流股份
600512,腾达建设
300097,智云股份
688005,容百科技
300204,舒泰神
688017,绿的谐波
300230,永利股份
688368,晶丰明源
300577,开润股份
603282,亚光股份
000701,厦门信达
600435,北方导航
002390,信邦制药
002087,*ST新纺
000669,ST金鸿
000016,深康佳Ａ
688660,电气风电
300773,拉卡拉
003020,立方制药
300680,隆盛科技
300261,雅本化学
003033,征和工业
603160,汇顶科技
600117,*ST西钢
002312,川发龙蟒
000525,ST红太阳
833575,康乐卫士
300834,星辉环材
002935,天奥电子
603196,日播时尚
002666,德联集团
002239,奥特佳
603133,*ST碳元
000531,穗恒运Ａ
688305,科德数控
688717,艾罗能源
600481,双良节能
688529,豪森智能
002685,华东重机
601022,宁波远洋
300158,振东制药
603986,兆易创新
300679,电连技术
000810,创维数字
000925,众合科技
002162,悦心健康
600228,返利科技
603162,海通发展
603567,珍宝岛
600078,ST澄星
603880,ST南卫
600671,*ST目药
600960,渤海汽车
000615,*ST美谷
601956,东贝集团
002581,未名医药
600711,盛屯矿业
002808,ST恒久
002658,雪迪龙
002200,ST交投
000632,三木集团
301559,中集环科
601999,出版传媒
300423,昇辉科技
002412,汉森制药
000584,ST工智
603713,密尔克卫
600392,盛和资源
002578,闽发铝业
600594,益佰制药
300160,秀强股份
301353,普莱得
600535,天士力
300127,银河磁体
300597,吉大通信
600136,*ST明诚
003003,天元股份
002815,崇达技术
601609,金田股份
300241,瑞丰光电
002546,新联电子
002276,万马股份
603848,好太太
002800,ST天顺
603660,苏州科达
603866,桃李面包
002583,海能达
300537,广信材料
600206,有研新材
300111,向日葵
301408,华人健康
002537,海联金汇
000833,粤桂股份
300810,中科海讯
603296,华勤技术
002889,东方嘉盛
300043,星辉娱乐
002569,ST步森
835985,海泰新能
603559,ST通脉
002545,东方铁塔
301246,宏源药业
300110,华仁药业
002822,中装建设
603708,家家悦
300293,蓝英装备
301302,华如科技
300162,雷曼光电
300288,朗玛信息
002530,金财互联
688165,埃夫特-U
603213,镇洋发展
001298,好上好
688799,华纳药厂
605222,起帆电缆
600543,*ST莫高
600396,*ST金山
600370,三房巷
300534,陇神戎发
300088,长信科技
300007,汉威科技
002816,*ST和科
002592,ST八菱
002586,*ST围海
002496,辉丰股份
002073,软控股份
000620,*ST新联
603087,甘李药业
300697,电工合金
000710,贝瑞基因
871694,中裕科技
688403,汇成股份
301205,联特科技
600721,百花医药
600387,ST海越
001278,一彬科技
000969,安泰科技
688291,金橙子
002742,ST三圣
688337,普源精电
603106,恒银科技
603220,中贝通信
688568,中科星图
301069,凯盛新材
301047,义翘神州
600361,创新新材
301348,蓝箭电子
000889,ST中嘉
002402,和而泰
002593,日上集团
603488,展鹏科技
002951,ST金时
300290,荣科科技
688109,品茗科技
603507,振江股份
002453,华软科技
002483,润邦股份
300595,欧普康视
603698,航天工程
600599,ST熊猫
600647,*ST同达
000518,四环生物
300495,*ST美尚
300395,菲利华
688535,华海诚科
603007,ST花王
300311,任子行
600734,ST实达
688311,盟升电子
603817,海峡环保
603303,得邦照明
600491,龙元建设
002466,天齐锂业
002112,三变科技
000573,粤宏远Ａ
600963,岳阳林纸
300004,南风股份
833533,骏创科技
002976,瑞玛精密
600794,保税科技
001228,永泰运
300095,华伍股份
603616,韩建河山
002487,大金重工
600965,福成股份
300496,中科创达
002190,成飞集成
002485,ST雪发
